case_id,category,question,expected_behavior,expected_source,risk_level,review_required,owner,judge_role
BUS-017,business,执法队员处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,执法队员,业务骨干
BUS-018,business,热线坐席处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,热线坐席,业务骨干
BUS-019,business,网格员处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,网格员,业务骨干
BUS-020,business,街道管理员处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,街道管理员,业务骨干
BUS-021,business,科室负责人处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,科室负责人,业务骨干
BUS-022,business,大厅人员处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,大厅人员,业务骨干
BUS-023,business,分管领导处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,分管领导,业务骨干
BUS-024,business,业务管理员处理“夜间施工噪声投诉”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：受理登记、现场核查、联动处置,LOW,false,业务管理员,业务骨干
BUS-025,business,执法队员处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,执法队员,业务骨干
BUS-026,business,热线坐席处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,热线坐席,业务骨干
BUS-027,business,网格员处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,网格员,业务骨干
BUS-028,business,街道管理员处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,街道管理员,业务骨干
BUS-029,business,科室负责人处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,科室负责人,业务骨干
BUS-030,business,大厅人员处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,大厅人员,业务骨干
BUS-031,business,分管领导处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,分管领导,业务骨干
BUS-032,business,业务管理员处理“共享单车乱停放”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：点位核查、企业通知、复查反馈,LOW,false,业务管理员,业务骨干
BUS-033,business,执法队员处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,执法队员,业务骨干
BUS-034,business,热线坐席处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,热线坐席,业务骨干
BUS-035,business,网格员处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,网格员,业务骨干
BUS-036,business,街道管理员处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,街道管理员,业务骨干
BUS-037,business,科室负责人处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,科室负责人,业务骨干
BUS-038,business,大厅人员处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,大厅人员,业务骨干
BUS-039,business,分管领导处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,分管领导,业务骨干
BUS-040,business,业务管理员处理“户外广告破损”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：隐患登记、责令整改、复核销号,LOW,false,业务管理员,业务骨干
BUS-041,business,执法队员处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,执法队员,业务骨干
BUS-042,business,热线坐席处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,热线坐席,业务骨干
BUS-043,business,网格员处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,网格员,业务骨干
BUS-044,business,街道管理员处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,街道管理员,业务骨干
BUS-045,business,科室负责人处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,科室负责人,业务骨干
BUS-046,business,大厅人员处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,大厅人员,业务骨干
BUS-047,business,分管领导处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,分管领导,业务骨干
BUS-048,business,业务管理员处理“餐饮油烟扰民”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：投诉受理、取证协查、结果反馈,LOW,false,业务管理员,业务骨干
BUS-049,business,执法队员处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,执法队员,业务骨干
BUS-050,business,热线坐席处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,热线坐席,业务骨干
BUS-051,business,网格员处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,网格员,业务骨干
BUS-052,business,街道管理员处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,街道管理员,业务骨干
BUS-053,business,科室负责人处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,科室负责人,业务骨干
BUS-054,business,大厅人员处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,大厅人员,业务骨干
BUS-055,business,分管领导处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,分管领导,业务骨干
BUS-056,business,业务管理员处理“建筑垃圾撒漏”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：现场拍照、车辆信息核验、移交处理,LOW,false,业务管理员,业务骨干
BUS-057,business,执法队员处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,执法队员,业务骨干
BUS-058,business,热线坐席处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,热线坐席,业务骨干
BUS-059,business,网格员处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,网格员,业务骨干
BUS-060,business,街道管理员处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,街道管理员,业务骨干
BUS-061,business,科室负责人处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,科室负责人,业务骨干
BUS-062,business,大厅人员处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,大厅人员,业务骨干
BUS-063,business,分管领导处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,分管领导,业务骨干
BUS-064,business,业务管理员处理“无照摊点反复回潮”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：重点点位标记、错峰巡查、联合整治,LOW,false,业务管理员,业务骨干
BUS-065,business,执法队员处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,执法队员,业务骨干
BUS-066,business,热线坐席处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,热线坐席,业务骨干
BUS-067,business,网格员处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,网格员,业务骨干
BUS-068,business,街道管理员处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,街道管理员,业务骨干
BUS-069,business,科室负责人处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,科室负责人,业务骨干
BUS-070,business,大厅人员处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,大厅人员,业务骨干
BUS-071,business,分管领导处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,分管领导,业务骨干
BUS-072,business,业务管理员处理“市容责任区不洁”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：责任主体确认、整改通知、复查记录,LOW,false,业务管理员,业务骨干
BUS-073,business,执法队员处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,执法队员,业务骨干
BUS-074,business,热线坐席处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,热线坐席,业务骨干
BUS-075,business,网格员处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,网格员,业务骨干
BUS-076,business,街道管理员处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,街道管理员,业务骨干
BUS-077,business,科室负责人处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,科室负责人,业务骨干
BUS-078,business,大厅人员处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,大厅人员,业务骨干
BUS-079,business,分管领导处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,分管领导,业务骨干
BUS-080,business,业务管理员处理“重大活动保障巡查”事项时下一步怎么做？,返回角色相关的办理步骤、时限要求和材料清单；信息不足时先追问关键事实,城管业〔2026〕12号：保障方案、路线巡查、异常上报,LOW,false,业务管理员,业务骨干
